the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.92351757998718 40.686892745926215),3,Brooklyn,303,41,56,25,8,4074,411,General,backed,08/07/2018,90 Ralph Avenue,956 Putnam Avenue,Putnam Avenue,Ralph Avenue & Patchen Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.686901,-73.923519,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93215657904095 40.65165475278661),3,Brooklyn,317,45,58,21,9,360,160,Bus Route,backless,07/18/2012,4801 & 4805 Church Avenue,,Church Avenue,East 48th & 49th Streets,Brooklyn,317,B35,Not Applicable,40.651663,-73.932158,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9110515852612 40.65743175104157),3,Brooklyn,316,42,58,19,9,3709,2358,Senior Safety,backed,06/20/2017,76 Lott Avenue,940 Thomas S Boyland Street,Thomas S Boyland Street,Thomas S Boyland Street & Amboy Street,Brooklyn,316,Not Applicable,Not Applicable,40.65744,-73.911053,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82445760249918 40.82879971412692),2,Bronx,210,13,82,34,14,3104,1848,General,backed,07/06/2015,3607 East Tremont Avenue,3607 East Tremont Avenue,East Tremont Avenue,Scott Place & Sullivan Place,Bronx,210,Not Applicable,Not Applicable,40.828808,-73.824459,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94115457753564 40.61958975962965),3,Brooklyn,318,45,41,19,9,3583,2359,Bus Route,backed,05/06/2017,3426 Kings Highway,3426 Kings Highway,Kings Highway,Avenue M & E 35th Street,Brooklyn,999,B7,Not Applicable,40.619598,-73.941156,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88329128893794 40.755784754819295),4,Queens,403,25,34,13,14,1978,991,General,backed,09/26/2013,84-13 Northern Boulevard,84-13 Northern Boulevard,Northern Boulevard,84th & 85th Street,Queens,403,Not Applicable,Not Applicable,40.7557847548,-73.8832912889,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93379456656099 40.849205714676884),1,Manhattan,112,10,72,31,13,3388,0,General,backed,06/16/2016,1420 St Nicholas Avenue,566 W 181st Street,W 181st Street,St Nicholas Avenue & Audubon Avenue,Manhattan,112,Not Applicable,Washington Heights,40.849214,-73.933796,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96084057335406 40.59354976557722),3,Brooklyn,315,47,45,22,11,2612,1144,Municipal Facilities,backless,07/02/2014,2590 Coney Island Avenue,2590 Coney Island Avenue,Coney Island Avenue,Avenue W & Lancaster Avenue,Brooklyn,315,B68,Not Applicable,40.593558,-73.960842,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.88514210413153 40.87768518128276),2,Bronx,207,11,80,36,13,2309,1389,General,backless,01/08/2014,3224 Grand Concourse,3224 Grand Concourse,Grand Concourse,Van Cortlandt Avenue and the Mosholu Park,Bronx,207,BX1,Not Applicable,40.8776851813,-73.8851421041,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9808645665433 40.60525376365298),3,Brooklyn,311,44,47,17,10,4173,582,Bus Route,backless 2,09/26/2018,263 Kings Highway,263 Kings Highway,Kings Highway,West 8th Street & West 7th Street,Brooklyn,311,B82,Not Applicable,40.605262,-73.980866,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97897856185533 40.68341074828176),3,Brooklyn,306,39,52,25,9,1539,405,General,backed,01/07/2013,35 Fourth Avenue,35 4th Avenue,4th Avenue,Pacific Street & Dean Street,Brooklyn,306,Not Applicable,Not Applicable,40.683419,-73.97898,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88294258089357 40.88123770610747),2,Bronx,207,11,80,36,13,2320,70,General,backed,03/19/2014,3425 Jerome Avenue,3425 Jerome Avenue,Jerome Avenue,E. 208th Street and E. Gun Hill Road,Bronx,207,Not Applicable,Jerome-Gun Hill,40.881246,-73.882944,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95055457224741 40.6599037524124),3,Brooklyn,309,40,43,20,9,1743,293,General,backed,04/05/2013,1134 Nostrand Avenue,1134 Nostrand Avenue,Nostrand Avenue,Rutland Road & Midwood,Brooklyn,309,Not Applicable,Not Applicable,40.659912,-73.950556,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9779325660196 40.61718776123088),3,Brooklyn,312,44,48,17,10,4093,525,General,backed,08/07/2018,5901 Bay Parkway,5901 Bay Parkway,Bay Parkway,59th Street & 60th Street,Brooklyn,312,Not Applicable,Not Applicable,40.617196,-73.977934,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98408656495704 40.61089176306917),3,Brooklyn,311,44,47,17,10,4089,559,General,backed,08/07/2018,1425 West 10th Street,1425 West 10th Street,West 10th Street,Bay Parkway & Avenue O,Brooklyn,311,Not Applicable,Not Applicable,40.6109,-73.984088,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.77028362446248 40.76214472545898),4,Queens,411,19,26,11,6,1974,591,General,backed,06/11/2013,42-38 Bell Boulevard,42-38 Bell Boulevard,Bell Blvd,42nd & 43rd Avenue,Queens,411,Not Applicable,Bell Blvd BBA,40.762153,-73.770285,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92024656985573 40.8679717101329),1,Manhattan,112,10,72,31,13,892,518,General,backless,03/14/2013,4961 Broadway,4961 Broadway,Broadway,Isham and West 207th Street,Manhattan,112,Not Applicable,Not Applicable,40.86798,-73.920248,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94236056563246 40.812058721506),1,Manhattan,110,9,70,30,13,961,549,Senior Center,backed,05/06/2013,437 Lenox Avenue,437 Lenox Avenue,Lenox Avenue,131st & 132nd Street,Manhattan,110,Not Applicable,Not Applicable,40.812067,-73.942362,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78581796949256 40.67227250986216),4,Queens,412,28,32,10,5,2970,716,Municipal Facilities,backless,12/22/2014,134-0 Baisley Boulevard South,134-0 Baisley Boulevard South,Rockaway Boulevard,150th Street & Baisley Boulevard South,Queens,412,Q6,Not Applicable,40.6722725099,-73.7858179695,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.79452262062802 40.69340373978552),4,Queens,412,28,32,10,5,4032,538,Bus Route,backless,04/27/2018,108-98 157th Street,108-98 157th Street,157th Street,108th Street & 109th Street,Queens,412,Q60,Not Applicable,40.693412,-73.794524,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.76187963236654 40.66130174518129),4,Queens,413,31,31,10,5,3589,2446,General,backless,12/09/2016,Springfield Park,145-00 Springfield Boulevard,Springfield Blvd,145th Avenue & S Conduit Avenue,Queens,413,Q77,Not Applicable,40.66131,-73.761881,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.83210860789174 40.70101374023239),4,Queens,409,29,27,10,5,2295,1100,General,backed,12/09/2013,118-14 Hillside Avenue,118-14 Hillside Avenue,Hillside Avenue,Lefferts Blvd & Babbage Street,Queens,409,Not Applicable,Not Applicable,40.701022,-73.83211,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93597257496123 40.70075574337795),3,Brooklyn,304,34,53,18,7,1035,198,Senior Center,backed,09/14/2012,10 Forrest Street,10 Forrest Street,Forrest Street,Noll Street and Bushwick Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.700764,-73.935974,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98174356741647 40.57696276904225),3,Brooklyn,313,47,46,23,8,1155,946,Senior Center,backed,07/02/2014,1403 Mermaid Avenue,1403 Mermaid Avenue,Stillwell Avenue,West 15th Street and Stillwell Avenue,Brooklyn,313,Not Applicable,Not Applicable,40.576971,-73.981745,AE,,1
POINT (-73.86310359575793 40.732025734976254),4,Queens,406,29,35,16,6,3579,61,Bus Route,backless 2,01/21/2017,95-40 62nd Drive,95-40 62nd Drive,62nd Drive,97th Street & Junction Boulevard,Queens,404,Not Applicable,Not Applicable,40.732034,-73.863105,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9046965774422 40.81737471959489),2,Bronx,201,17,84,29,15,3865,259,General,backed,08/23/2017,Abigail Playground,800 E 156th Street,Tinton Avenue,Tinton Avenue & Union Avenue,Bronx,201,Not Applicable,Not Applicable,40.817383,-73.904698,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,604,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88238875149904 40.75587990376532),4,Queens,403,25,34,13,14,1999,979,General,backed,09/30/2013,85-09 Northern Boulevard,85-09 Northern Boulevard,Northern Boulevard,85th & 86th Street,Queens,403,Not Applicable,Not Applicable,40.7558799038,-73.8823887515,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.1116955263816 40.57148877536821),5,Staten Island,502,50,64,24,11,3654,2338,Senior Safety,backed,12/27/2016,324 New Dorp Lane,324 New Dorp Lane,New Dorp Lane,Clawson Street & Hylan Blvd.,Staten Island,502,Not Applicable,Not Applicable,40.571497,-74.111697,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9019985740444 40.882858706345445),2,Bronx,208,11,81,33,13,3746,226,BID,backed,08/01/2017,5740 Broadway,5740 Broadway,Broadway,W 236th Street & W 234th Street,Bronx,208,Not Applicable,Kingsbridge,40.882867,-73.902,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96003157256351 40.59843576472535),3,Brooklyn,315,48,45,17,11,3756,195,Senior Safety,backed 2,07/06/2017,1201 Avenue U,1201 Avenue U,Avenue U,E. 12th Street & Homecrest Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.598444,-73.960033,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98439555711879 40.73708873814461),1,Manhattan,106,2,74,28,12,3497,215,General,backed,09/15/2016,247 3rd Avenue,247 3rd Avenue,3rd Avenue,E 21st Street & E 22nd Street,Manhattan,106,Not Applicable,Not Applicable,40.737097,-73.984397,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93560256834841 40.803963723196745),1,Manhattan,111,8,68,30,13,1247,79,General,backless,10/09/2012,2309 Third Avenue,2309 Third Avenue,3rd Avenue,E 125th and E 126th Streets,Manhattan,111,M100,Not Applicable,40.803972,-73.935604,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93683656648842 40.838945716550434),1,Manhattan,112,10,72,31,13,3001,1526,Municipal Facilities,backless,01/20/2015,465 West 167th Street,2171 Amsterdam Avenue,Amsterdam Avenue,Amsterdam Avenue and Jumel Place,Manhattan,112,M101,Not Applicable,40.838954,-73.936838,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95342513462778 40.6809848585863),3,Brooklyn,303,36,57,25,8,3052,1438,General,backed,11/26/2014,1235 Bedford Avenue,1235 Bedford Avenue,Bedford Avenue,Halsey Street & Fulton Street,Brooklyn,303,B44,Not Applicable,40.6809848586,-73.9534251346,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88033559428762 40.67612074650972),3,Brooklyn,305,37,54,18,8,2828,1478,Municipal Facilities,backed,01/02/2015,111 Berriman Street,111 Berriman Street,Berriman Street,Glenmore Avenue and Liberty Avenue,Brooklyn,305,Not Applicable,Not Applicable,40.676129,-73.880337,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.00782855492834 40.640577757651386),3,Brooklyn,307,38,49,20,7,3783,408,Senior Safety,backed 2,01/03/2018,5323 7th Avenue,5323 7th Avenue,7th Avenue,54th Street & 53rd Street,Brooklyn,307,Not Applicable,Not Applicable,40.640586,-74.00783,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98923356308443 40.60636076419213),3,Brooklyn,311,44,47,22,10,1643,477,Senior Center,backed,03/06/2013,7802 Bay Parkway,7802 Bay Parkway,Bay Parkway,78th & 79th Street,Brooklyn,311,Not Applicable,Not Applicable,40.606369,-73.989235,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95044857588836 40.59436676470634),3,Brooklyn,315,48,41,19,9,3270,2025,Municipal Facilities,backed,05/23/2016,2739 Ocean Avenue,2739 Ocean Avenue,Ocean Avenue,Avenue W & Avenue X,Brooklyn,315,Not Applicable,Not Applicable,40.594375,-73.95045,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.90174458513863 40.71667273884783),4,Queens,405,30,30,15,6,636,133,Bus Route,backless,04/12/2013,60-08 Fresh Pond Road,60-08 Fresh Pond Road,Fresh Pond Road,60th Avenue & 60th Road,Queens,405,Q58,Not Applicable,40.716681,-73.901746,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96101756966291 40.655217753716066),3,Brooklyn,309,40,43,21,9,2411,992,General,backed,04/04/2014,203 Parkside Avenue,203 Parkside Avenue,Parkside Avenue,Ocean Avenue & Parkside Court,Brooklyn,309,Not Applicable,Not Applicable,40.655226,-73.961019,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9963235589921 40.63098775922512),3,Brooklyn,312,44,48,17,10,2429,954,Health Care Facilities,backless,04/16/2014,5608 13th Avenue,5608 13th Avenue,13th Avenue,56th Street & 57th Street,Brooklyn,312,B16,Not Applicable,40.630996,-73.996325,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96456457001108 40.63334475748874),3,Brooklyn,314,40,44,21,9,3441,20,Bus Route,backless 2,02/10/2017,1319 Foster Avenue,1319 Foster Avenue,Foster Avenue,Rugby Road & Argyle Road,Brooklyn,314,B8,Not Applicable,40.633353,-73.964566,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87447152279718 40.82953194011236),2,Bronx,209,18,85,32,15,2462,1504,Plaza,backed,08/04/2014,1620 Westchester Avenue,1620 Westchester Avenue,Harrod Place,Harrod Place & Morrison Avenue,Bronx,209,Not Applicable,Not Applicable,40.8295319401,-73.8744715228,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5
POINT (-73.90820058634291 40.66266174968172),3,Brooklyn,316,41,55,20,9,3703,100,Senior Safety,backed 2,06/20/2017,265 Livonia Avenue,707 Rockaway Avenue,Rockaway Avenue,Rockaway Avenue & Watkins Street,Brooklyn,316,Not Applicable,Not Applicable,40.66267,-73.908202,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86470759974036 40.669189747595915),3,Brooklyn,305,42,60,19,8,4018,398,Bus Route,backless 2,01/19/2018,2701 Linden Boulevard,2701 Linden Boulevard,Linden Boulevard,Eldert Lane & Lincoln Avenue,Brooklyn,305,B14,Not Applicable,40.669198,-73.864709,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.84307359533706 40.85992170919784),2,Bronx,211,13,80,34,14,2227,1376,Senior Center,backed,12/02/2013,2323 Eastchester Road,2323 Eastchester Road,Eastchester Road,Astor and Waring Avenues,Bronx,211,BX31,Not Applicable,40.85993,-73.843075,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02813654952541 40.62333976168112),3,Brooklyn,310,43,46,22,11,1911,570,General,backed,05/30/2013,8520 4th Avenue,8520 4th Avenue,86th Street,85th & 86th Street,Brooklyn,310,Not Applicable,Not Applicable,40.623348,-74.028138,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00112355489817 40.688309748269134),3,Brooklyn,306,39,52,26,7,3109,1935,General,backed,05/22/2015,100 Columbia Street,100 Columbia Street,Columbia Street,Kane Street and Degraw Street,Brooklyn,306,Not Applicable,Not Applicable,40.688318,-74.001125,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.77316662280319 40.76779672508475),4,Queens,411,19,26,11,6,1504,332,BID,backed,01/25/2013,36-01 Bell Blvd,36-01 Bell Blvd,Bell Blvd,36th and 38th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.767805,-73.773168,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96664255863382 40.794040726162734),1,Manhattan,107,7,69,30,10,1277,453,General,backed,03/08/2013,775 Columbus Avenue,775 Columbus Avenue,Columbus Avenue,West 94th and 95th Streets,Manhattan,107,Not Applicable,Not Applicable,40.794049,-73.966644,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99425155481423 40.719821742249756),1,Manhattan,102,1,65,26,7,3799,354,Senior Safety,backless 2,08/02/2017,162 Bowery,162 Bowery,Bowery,Kenmare Street & Broome Street,Manhattan,102,M103,Not Applicable,40.71983,-73.994253,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95342956506073 40.77129873036106),1,Manhattan,108,5,76,28,12,2308,1130,Senior Center,backed,01/10/2014,1486 1st Avenue,1486 1st Avenue,1st Avenue,E77th &E78th Street,Manhattan,108,M15,Not Applicable,40.771307,-73.953431,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91651578867273 40.67859525876319),3,Brooklyn,303,41,55,25,8,2961,1252,Municipal Facilities,backless,01/08/2015,1961 Fulton Street,1961 Fulton Street,Fulton Street,Saratoga Street & Hull Street,Brooklyn,303,B25,Not Applicable,40.6785952588,-73.9165157887,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8302896004007 40.84319671204733),2,Bronx,210,13,82,34,14,3222,2325,General,backless,05/05/2016,1545 Crosby Avenue,1545 Crosby Avenue,Crosby Avenue,Middletown Road & Zulette Avenue,Bronx,210,BX08,Not Applicable,40.843205,-73.830291,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88335158813523 40.755754730889834),4,Queens,403,25,34,13,14,3092,1337,General,backed,06/02/2015,84-02 Northern Boulevard,84-02 Northern Boulevard,84th Street,84th Street & 85th Street,Queens,403,Not Applicable,Not Applicable,40.755763,-73.883353,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91850157781292 40.74313473484766),4,Queens,402,26,37,12,14,2513,1203,BID,backed,07/25/2014,46-09 Queens Boulevard,46-09 Queens Boulevard,Queens Boulevard,46th Street & 47th Street,Queens,402,Not Applicable,Sunnyside Shines,40.743143,-73.918503,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89474558984155 40.667447748204324),3,Brooklyn,305,42,60,19,8,2173,1009,Community Health Centers,backless,09/16/2013,400 Pennsylvania Avenue,400 Pennsylvania Avenue,Pennsylvania Avenue,Dumont and Blake Avenues,Brooklyn,305,B20,Not Applicable,40.667456,-73.894747,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89716666711392 40.86236111070519),2,Bronx,205,15,78,33,15,1194,262,BID,backed,10/22/2012,South side Overpass at East Fordham Rd and Grand Concourse,"40°51'44.5""N 73°53'49.8""W",East Fordham Road,Grand Concourse East and West,Bronx,205,Not Applicable,Fordham Road,40.8623611107,-73.8971666671,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90889657947066 40.75749073107652),4,Queens,401,22,30,12,14,3383,102,Municipal Facilities,backed 2,06/21/2017,50-05 31st Avenue,50-05 31st Avenue,31st Avenue,Hobart Street & 50th Street,Queens,401,Not Applicable,Not Applicable,40.757499,-73.908898,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90895457626068 40.82365571806999),2,Bronx,203,17,79,32,15,3065,1821,Bus Route,backed,07/06/2015,3225 3rd Avenue,3225 3rd Avenue,3rd Avenue,E. 163rd Street and E. 162nd Street,Bronx,203,BX15,Not Applicable,40.823664,-73.908956,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83789860643476 40.69871574021182),4,Queens,409,32,28,10,5,3248,1767,Municipal Facilities,backed,05/05/2016,111-02 86th Avenue,111-02 86th Avenue,86th Avenue,111st Street & 112nd Street,Queens,409,Not Applicable,Not Applicable,40.698724,-73.8379,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99045056141057 40.63660875818017),3,Brooklyn,312,44,48,17,10,3769,254,Senior Safety,backed,09/26/2017,4601 13th Avenue,4601 13th Avenue,13th Avenue,46th Street & 47th Street,Brooklyn,312,Not Applicable,Not Applicable,40.636617,-73.990452,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94399857521854 40.6557727527669),3,Brooklyn,317,40,43,20,9,3148,1854,AAR,backed,10/01/2015,470 Clarkson Avenue,470 Clarkson Avenue,Clarkson Ave,E 37th Street & New York Avenue,Brooklyn,317,Not Applicable,Not Applicable,40.655781,-73.944,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88037758561381 40.80976572003025),2,Bronx,202,17,84,34,15,3736,67,Bus Route,backed 2,06/29/2017,410 Halleck Street,410 Halleck Street,Halleck Street,Food Center Drive & Oak Point Avenue,Bronx,202,BX6,Not Applicable,40.809774,-73.880379,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-74.01147354992288 40.714441743417474),1,Manhattan,101,1,66,26,10,1940,593,BID,backed 2,07/31/2018,255 Greenwich Street,255 Greenwich Street,Murray Street,Greenwhich Street & West Broadway,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.71445,-74.011475,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.94218056514985 40.8326377181498),1,Manhattan,112,7,71,30,13,3648,28,Senior Safety,backed 2,05/06/2017,1949 Amsterdam Avenue,1949 Amsterdam Avenue,Amsterdam Avenue,W. 157th Street & W. 155th Street,Manhattan,112,Not Applicable,Not Applicable,40.832646,-73.942182,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94135652615725 40.600411633175355),3,Brooklyn,315,46,41,19,9,3919,332,Senior Safety,backed 2,01/24/2018,2944 Gravesend Neck Road,2944 Gravesend Neck Road,Gravesend Neck Road,Nostrand Avennue & Avenue U,Brooklyn,315,Not Applicable,Not Applicable,40.6004116332,-73.9413565262,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.92547299940311 40.81583612008528),2,Bronx,201,17,84,29,15,3387,2164,Municipal Facilities,backed,06/08/2016,229 E 144th Street,229 E 144th Street,E 144th Street,Morris Avenue & E 143rd Street,Bronx,201,Not Applicable,Not Applicable,40.8158361201,-73.9254729994,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.83179460755665 40.70674073905066),4,Queens,409,29,27,14,6,549,50,Bus Route,backed,06/29/2012,82-46 Lefferts Boulevard,11875 Metropolitan Avenue,Lefferts Boulevard,Metropolitan Avenue and Abingdon Road,Queens,409,Q10,Not Applicable,40.706749,-73.831796,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9859715590229 40.68926074762814),3,Brooklyn,302,33,52,25,8,1891,0,Other,backed,05/01/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.689269,-73.985973,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93979357674787 40.651271753631576),3,Brooklyn,317,45,58,21,9,4012,373,Bus Route,backless 2,01/18/2018,4012 Bob Marley Boulevard,4012 Bob Marley Boulevard,Church Avenue,Albany Avenue & East 40th Street,Brooklyn,317,B35,Not Applicable,40.65128,-73.939795,X,AREA OF MINIMAL FLOOD HAZARD,
